Model is RNN, dataset is sst, undersample is False, aug mode is None, geo is 0.5, pct_usage is 0.1, small_label is None, small_prop is None, balance_seed is 1, lr is 0.001, max_epochs is 100, split_num is 0
Training epoch 0 | loss: 0.69187 - accuracy: 0.52168
Validating epoch 0 | loss: 0.69096 - accuracy: 0.52982
Training epoch 1 | loss: 0.69029 - accuracy: 0.53613
Validating epoch 1 | loss: 0.688 - accuracy: 0.52752
Training epoch 2 | loss: 0.68414 - accuracy: 0.60405
Validating epoch 2 | loss: 0.68024 - accuracy: 0.65711
Training epoch 3 | loss: 0.67404 - accuracy: 0.69364
Validating epoch 3 | loss: 0.66272 - accuracy: 0.71101
Training epoch 4 | loss: 0.64824 - accuracy: 0.73844
Validating epoch 4 | loss: 0.63231 - accuracy: 0.71101
Training epoch 5 | loss: 0.60703 - accuracy: 0.76156
Validating epoch 5 | loss: 0.58391 - accuracy: 0.76032
Training epoch 6 | loss: 0.55745 - accuracy: 0.78179
Validating epoch 6 | loss: 0.54998 - accuracy: 0.78211
Training epoch 7 | loss: 0.51966 - accuracy: 0.80202
Validating epoch 7 | loss: 0.57671 - accuracy: 0.7328
Training epoch 8 | loss: 0.50208 - accuracy: 0.82081
Validating epoch 8 | loss: 0.52675 - accuracy: 0.77982
Training epoch 9 | loss: 0.48594 - accuracy: 0.83237
Validating epoch 9 | loss: 0.52362 - accuracy: 0.7844
Training epoch 10 | loss: 0.46503 - accuracy: 0.86561
Validating epoch 10 | loss: 0.53168 - accuracy: 0.77752
Training epoch 11 | loss: 0.44478 - accuracy: 0.87572
Validating epoch 11 | loss: 0.51973 - accuracy: 0.79243
Training epoch 12 | loss: 0.4371 - accuracy: 0.8815
Validating epoch 12 | loss: 0.54085 - accuracy: 0.77523
Training epoch 13 | loss: 0.41393 - accuracy: 0.89884
Validating epoch 13 | loss: 0.53514 - accuracy: 0.77638
Training epoch 14 | loss: 0.42451 - accuracy: 0.8974
Validating epoch 14 | loss: 0.52943 - accuracy: 0.78211
Training epoch 15 | loss: 0.43068 - accuracy: 0.87717
Validating epoch 15 | loss: 0.56697 - accuracy: 0.74427
Training epoch 16 | loss: 0.42353 - accuracy: 0.89017
Validating epoch 16 | loss: 0.52251 - accuracy: 0.79243
Training epoch 17 | loss: 0.4035 - accuracy: 0.90607
