Model is RNN, dataset is sst, undersample is False, aug mode is None, geo is 0.5, small_label is 0 small_prop is 0.1, balance_seed is 0
Training epoch 0 | loss: 0.64722 - accuracy: 0.63988
Validating epoch 0 | loss: 0.53746 - accuracy: 0.78211
Training epoch 1 | loss: 0.52245 - accuracy: 0.78815
Validating epoch 1 | loss: 0.55668 - accuracy: 0.75115
Training epoch 2 | loss: 0.44307 - accuracy: 0.86806
Validating epoch 2 | loss: 0.54883 - accuracy: 0.76032
Training epoch 3 | loss: 0.41309 - accuracy: 0.90578
Validating epoch 3 | loss: 0.564 - accuracy: 0.74427
Training epoch 4 | loss: 0.41588 - accuracy: 0.89393
Validating epoch 4 | loss: 0.54433 - accuracy: 0.76606
Training epoch 5 | loss: 0.39298 - accuracy: 0.91879
Validating epoch 5 | loss: 0.54031 - accuracy: 0.77064
Training epoch 6 | loss: 0.38315 - accuracy: 0.93049
Validating epoch 6 | loss: 0.56767 - accuracy: 0.74083
Training epoch 7 | loss: 0.37882 - accuracy: 0.9328
Validating epoch 7 | loss: 0.59143 - accuracy: 0.72133
Training epoch 8 | loss: 0.36939 - accuracy: 0.9422
Validating epoch 8 | loss: 0.58586 - accuracy: 0.72592
Training epoch 9 | loss: 0.37922 - accuracy: 0.93382
Validating epoch 9 | loss: 0.58078 - accuracy: 0.7328
Training epoch 10 | loss: 0.36402 - accuracy: 0.94798
Validating epoch 10 | loss: 0.59751 - accuracy: 0.71445
Training epoch 11 | loss: 0.35962 - accuracy: 0.95231
Validating epoch 11 | loss: 0.61028 - accuracy: 0.70069
Training epoch 12 | loss: 0.36897 - accuracy: 0.94509
Validating epoch 12 | loss: 0.65161 - accuracy: 0.66055
Training epoch 13 | loss: 0.3696 - accuracy: 0.94176
Validating epoch 13 | loss: 0.56794 - accuracy: 0.74656
Training epoch 14 | loss: 0.36687 - accuracy: 0.94682
Validating epoch 14 | loss: 0.59699 - accuracy: 0.7133
Training epoch 15 | loss: 0.36606 - accuracy: 0.94942
Validating epoch 15 | loss: 0.62805 - accuracy: 0.68234
Training epoch 16 | loss: 0.38846 - accuracy: 0.92211
Validating epoch 16 | loss: 0.62339 - accuracy: 0.68807
