Model is RNN, dataset is sst, undersample is False, aug mode is None, geo is 0.5, pct_usage is None, small_label is 0, small_prop is 0.1, balance_seed is 0, lr is 0.0001
Training epoch 0 | loss: 0.69375 - accuracy: 0.48035
Validating epoch 0 | loss: 0.69278 - accuracy: 0.49083
Training epoch 1 | loss: 0.69172 - accuracy: 0.53584
Validating epoch 1 | loss: 0.68971 - accuracy: 0.64794
Training epoch 2 | loss: 0.68538 - accuracy: 0.65723
Validating epoch 2 | loss: 0.6745 - accuracy: 0.73968
Training epoch 3 | loss: 0.65118 - accuracy: 0.7396
Validating epoch 3 | loss: 0.61276 - accuracy: 0.73394
Training epoch 4 | loss: 0.58046 - accuracy: 0.78338
Validating epoch 4 | loss: 0.56529 - accuracy: 0.75459
Training epoch 5 | loss: 0.52611 - accuracy: 0.81474
Validating epoch 5 | loss: 0.54908 - accuracy: 0.77179
Training epoch 6 | loss: 0.49656 - accuracy: 0.83353
Validating epoch 6 | loss: 0.53621 - accuracy: 0.78096
Training epoch 7 | loss: 0.47319 - accuracy: 0.8539
Validating epoch 7 | loss: 0.55073 - accuracy: 0.75803
Training epoch 8 | loss: 0.45368 - accuracy: 0.86662
Validating epoch 8 | loss: 0.53349 - accuracy: 0.77752
Training epoch 9 | loss: 0.44276 - accuracy: 0.87529
Validating epoch 9 | loss: 0.54428 - accuracy: 0.7672
Training epoch 10 | loss: 0.4333 - accuracy: 0.8841
Validating epoch 10 | loss: 0.53375 - accuracy: 0.78326
Training epoch 11 | loss: 0.43702 - accuracy: 0.87919
Validating epoch 11 | loss: 0.55605 - accuracy: 0.75688
Training epoch 12 | loss: 0.42102 - accuracy: 0.89624
Validating epoch 12 | loss: 0.57067 - accuracy: 0.74197
Training epoch 13 | loss: 0.41936 - accuracy: 0.89581
Validating epoch 13 | loss: 0.53898 - accuracy: 0.77523
Training epoch 14 | loss: 0.41835 - accuracy: 0.9026
Validating epoch 14 | loss: 0.57267 - accuracy: 0.73968
Training epoch 15 | loss: 0.40719 - accuracy: 0.90665
Validating epoch 15 | loss: 0.57477 - accuracy: 0.73165
Training epoch 16 | loss: 0.40775 - accuracy: 0.90549
Validating epoch 16 | loss: 0.58704 - accuracy: 0.72133
Training epoch 17 | loss: 0.40595 - accuracy: 0.9104
Validating epoch 17 | loss: 0.58398 - accuracy: 0.72821
Training epoch 18 | loss: 0.4036 - accuracy: 0.90954
Validating epoch 18 | loss: 0.58295 - accuracy: 0.72706
Training epoch 19 | loss: 0.40051 - accuracy: 0.91228
Validating epoch 19 | loss: 0.57847 - accuracy: 0.73165
Training epoch 20 | loss: 0.40035 - accuracy: 0.91272
Validating epoch 20 | loss: 0.57208 - accuracy: 0.73624
Training epoch 21 | loss: 0.4011 - accuracy: 0.91156
Validating epoch 21 | loss: 0.59097 - accuracy: 0.71904
Training epoch 22 | loss: 0.39737 - accuracy: 0.91604
Validating epoch 22 | loss: 0.57494 - accuracy: 0.73509
Training epoch 23 | loss: 0.40457 - accuracy: 0.90751
Validating epoch 23 | loss: 0.54828 - accuracy: 0.76261
Training epoch 24 | loss: 0.4083 - accuracy: 0.90376
Validating epoch 24 | loss: 0.58918 - accuracy: 0.72477
Training epoch 25 | loss: 0.40004 - accuracy: 0.91749
Validating epoch 25 | loss: 0.58472 - accuracy: 0.72477
