Model is RNN, dataset is sfu, undersample is False, aug mode is trans, geo is 0.1, pct_usage is None, small_label is 0, small_prop is 0.1, balance_seed is 0, lr is 0.001, max_epochs is 100, split_num is 8
Training epoch 0 | loss: 1.7826 - accuracy: 0.02979
Validating epoch 0 | loss: 1.76177 - accuracy: 0.53398
Training epoch 1 | loss: 1.73384 - accuracy: 0.52872
Validating epoch 1 | loss: 1.67914 - accuracy: 0.75728
Training epoch 2 | loss: 1.63275 - accuracy: 0.5266
Validating epoch 2 | loss: 1.56582 - accuracy: 0.62136
Training epoch 3 | loss: 1.53999 - accuracy: 0.52979
Validating epoch 3 | loss: 1.5077 - accuracy: 0.53398
Training epoch 4 | loss: 1.50328 - accuracy: 0.52872
Validating epoch 4 | loss: 1.48782 - accuracy: 0.53398
Training epoch 5 | loss: 1.49158 - accuracy: 0.53404
Validating epoch 5 | loss: 1.47894 - accuracy: 0.53398
Training epoch 6 | loss: 1.47968 - accuracy: 0.53936
Validating epoch 6 | loss: 1.46645 - accuracy: 0.53398
Training epoch 7 | loss: 1.46676 - accuracy: 0.56064
Validating epoch 7 | loss: 1.44945 - accuracy: 0.53398
Training epoch 8 | loss: 1.45159 - accuracy: 0.63936
Validating epoch 8 | loss: 1.41928 - accuracy: 0.78641
Training epoch 9 | loss: 1.43113 - accuracy: 0.68936
Validating epoch 9 | loss: 1.40074 - accuracy: 0.72816
Training epoch 10 | loss: 1.40981 - accuracy: 0.71702
Validating epoch 10 | loss: 1.35059 - accuracy: 0.80583
Training epoch 11 | loss: 1.36274 - accuracy: 0.75957
Validating epoch 11 | loss: 1.31246 - accuracy: 0.80583
Training epoch 12 | loss: 1.32577 - accuracy: 0.78404
Validating epoch 12 | loss: 1.28527 - accuracy: 0.79612
Training epoch 13 | loss: 1.30541 - accuracy: 0.79149
Validating epoch 13 | loss: 1.28746 - accuracy: 0.76699
Training epoch 14 | loss: 1.2478 - accuracy: 0.82979
Validating epoch 14 | loss: 1.28177 - accuracy: 0.76699
Training epoch 15 | loss: 1.20811 - accuracy: 0.86702
Validating epoch 15 | loss: 1.27232 - accuracy: 0.7767
Training epoch 16 | loss: 1.18805 - accuracy: 0.88298
Validating epoch 16 | loss: 1.27193 - accuracy: 0.78641
Training epoch 17 | loss: 1.1869 - accuracy: 0.87766
