Model is RNN, dataset is sst, undersample is False, aug mode is None, geo is 0.5, pct_usage is 0.1, small_label is None, small_prop is None, balance_seed is 3, lr is 0.001, max_epochs is 100, split_num is 0
Training epoch 0 | loss: 0.69191 - accuracy: 0.52168
Validating epoch 0 | loss: 0.69228 - accuracy: 0.50917
Training epoch 1 | loss: 0.69065 - accuracy: 0.52168
Validating epoch 1 | loss: 0.69118 - accuracy: 0.50917
Training epoch 2 | loss: 0.68859 - accuracy: 0.52168
Validating epoch 2 | loss: 0.68891 - accuracy: 0.50917
Training epoch 3 | loss: 0.68587 - accuracy: 0.52168
Validating epoch 3 | loss: 0.68276 - accuracy: 0.50917
Training epoch 4 | loss: 0.67805 - accuracy: 0.54624
Validating epoch 4 | loss: 0.66748 - accuracy: 0.63073
Training epoch 5 | loss: 0.65176 - accuracy: 0.67052
Validating epoch 5 | loss: 0.64111 - accuracy: 0.68578
Training epoch 6 | loss: 0.61361 - accuracy: 0.73844
Validating epoch 6 | loss: 0.60252 - accuracy: 0.73165
Training epoch 7 | loss: 0.59869 - accuracy: 0.7211
Validating epoch 7 | loss: 0.5912 - accuracy: 0.72936
Training epoch 8 | loss: 0.56204 - accuracy: 0.76156
Validating epoch 8 | loss: 0.57248 - accuracy: 0.73968
Training epoch 9 | loss: 0.58096 - accuracy: 0.73266
Validating epoch 9 | loss: 0.56214 - accuracy: 0.74656
Training epoch 10 | loss: 0.54092 - accuracy: 0.77312
Validating epoch 10 | loss: 0.60084 - accuracy: 0.70642
Training epoch 11 | loss: 0.51989 - accuracy: 0.79046
Validating epoch 11 | loss: 0.54599 - accuracy: 0.76261
Training epoch 12 | loss: 0.51323 - accuracy: 0.79913
Validating epoch 12 | loss: 0.55071 - accuracy: 0.75115
Training epoch 13 | loss: 0.49206 - accuracy: 0.81358
Validating epoch 13 | loss: 0.53661 - accuracy: 0.76606
Training epoch 14 | loss: 0.47364 - accuracy: 0.83671
Validating epoch 14 | loss: 0.54183 - accuracy: 0.75803
Training epoch 15 | loss: 0.45876 - accuracy: 0.84971
Validating epoch 15 | loss: 0.53288 - accuracy: 0.77179
Training epoch 16 | loss: 0.44721 - accuracy: 0.86705
Validating epoch 16 | loss: 0.5255 - accuracy: 0.77982
Training epoch 17 | loss: 0.4234 - accuracy: 0.88873
Validating epoch 17 | loss: 0.53459 - accuracy: 0.7695
Training epoch 18 | loss: 0.42121 - accuracy: 0.89017
Validating epoch 18 | loss: 0.52937 - accuracy: 0.77867
Training epoch 19 | loss: 0.41687 - accuracy: 0.90318
Validating epoch 19 | loss: 0.53775 - accuracy: 0.77294
Training epoch 20 | loss: 0.41915 - accuracy: 0.89451
Validating epoch 20 | loss: 0.53833 - accuracy: 0.77064
Training epoch 21 | loss: 0.41589 - accuracy: 0.89306
Validating epoch 21 | loss: 0.52849 - accuracy: 0.78211
Training epoch 22 | loss: 0.39795 - accuracy: 0.91329
Validating epoch 22 | loss: 0.55529 - accuracy: 0.75573
Training epoch 23 | loss: 0.41707 - accuracy: 0.89306
Validating epoch 23 | loss: 0.5387 - accuracy: 0.77064
Training epoch 24 | loss: 0.41071 - accuracy: 0.90029
Validating epoch 24 | loss: 0.55472 - accuracy: 0.76032
Training epoch 25 | loss: 0.40415 - accuracy: 0.91329
Validating epoch 25 | loss: 0.53394 - accuracy: 0.77408
Training epoch 26 | loss: 0.39662 - accuracy: 0.91474
Validating epoch 26 | loss: 0.53454 - accuracy: 0.77867
Training epoch 27 | loss: 0.39465 - accuracy: 0.92486
Validating epoch 27 | loss: 0.53496 - accuracy: 0.77294
Training epoch 28 | loss: 0.38476 - accuracy: 0.92486
Validating epoch 28 | loss: 0.5483 - accuracy: 0.76261
Training epoch 29 | loss: 0.39203 - accuracy: 0.92052
Validating epoch 29 | loss: 0.53849 - accuracy: 0.77294
Training epoch 30 | loss: 0.38891 - accuracy: 0.93208
Validating epoch 30 | loss: 0.54106 - accuracy: 0.7695
Training epoch 31 | loss: 0.3839 - accuracy: 0.92919
Validating epoch 31 | loss: 0.52728 - accuracy: 0.7844
Training epoch 32 | loss: 0.38689 - accuracy: 0.93064
Validating epoch 32 | loss: 0.55481 - accuracy: 0.75459
Training epoch 33 | loss: 0.38665 - accuracy: 0.92919
Validating epoch 33 | loss: 0.53328 - accuracy: 0.77752
Training epoch 34 | loss: 0.38291 - accuracy: 0.93208
Validating epoch 34 | loss: 0.57199 - accuracy: 0.73968
Training epoch 35 | loss: 0.38009 - accuracy: 0.93497
Validating epoch 35 | loss: 0.53104 - accuracy: 0.7867
Training epoch 36 | loss: 0.3821 - accuracy: 0.93786
Validating epoch 36 | loss: 0.53655 - accuracy: 0.77523
Training epoch 37 | loss: 0.37953 - accuracy: 0.93497
Validating epoch 37 | loss: 0.53276 - accuracy: 0.77982
Training epoch 38 | loss: 0.36969 - accuracy: 0.93931
