Model is RNN, dataset is sfu, undersample is False, aug mode is None, geo is 0.5, pct_usage is 0.2, small_label is None, small_prop is None, balance_seed is 0, lr is 0.01, max_epochs is 100, split_num is 5
Training epoch 0 | loss: 1.79487 - accuracy: 0.0
Validating epoch 0 | loss: 1.74169 - accuracy: 0.53398
Training epoch 1 | loss: 1.70658 - accuracy: 0.53476
Validating epoch 1 | loss: 1.56693 - accuracy: 0.53398
Training epoch 2 | loss: 1.53918 - accuracy: 0.51872
Validating epoch 2 | loss: 1.48834 - accuracy: 0.53398
Training epoch 3 | loss: 1.50161 - accuracy: 0.52941
Validating epoch 3 | loss: 1.48588 - accuracy: 0.53398
Training epoch 4 | loss: 1.48219 - accuracy: 0.52941
Validating epoch 4 | loss: 1.48362 - accuracy: 0.53398
Training epoch 5 | loss: 1.49657 - accuracy: 0.52941
Validating epoch 5 | loss: 1.48218 - accuracy: 0.53398
Training epoch 6 | loss: 1.48702 - accuracy: 0.50802
Validating epoch 6 | loss: 1.48722 - accuracy: 0.58252
Training epoch 7 | loss: 1.48732 - accuracy: 0.57219
Validating epoch 7 | loss: 1.48723 - accuracy: 0.52427
Training epoch 8 | loss: 1.50135 - accuracy: 0.48128
Validating epoch 8 | loss: 1.48845 - accuracy: 0.46602
Training epoch 9 | loss: 1.48811 - accuracy: 0.55615
Validating epoch 9 | loss: 1.48571 - accuracy: 0.53398
Training epoch 10 | loss: 1.47989 - accuracy: 0.50802
Validating epoch 10 | loss: 1.48103 - accuracy: 0.53398
Training epoch 11 | loss: 1.49064 - accuracy: 0.52941
Validating epoch 11 | loss: 1.48438 - accuracy: 0.53398
Training epoch 12 | loss: 1.4893 - accuracy: 0.52941
Validating epoch 12 | loss: 1.48296 - accuracy: 0.53398
Training epoch 13 | loss: 1.50004 - accuracy: 0.52941
Validating epoch 13 | loss: 1.47712 - accuracy: 0.53398
Training epoch 14 | loss: 1.476 - accuracy: 0.52406
Validating epoch 14 | loss: 1.47414 - accuracy: 0.63107
Training epoch 15 | loss: 1.46045 - accuracy: 0.61497
Validating epoch 15 | loss: 1.46985 - accuracy: 0.50485
Training epoch 16 | loss: 1.44569 - accuracy: 0.63636
Validating epoch 16 | loss: 1.45161 - accuracy: 0.70874
Training epoch 17 | loss: 1.45804 - accuracy: 0.62032
Validating epoch 17 | loss: 1.43827 - accuracy: 0.54369
Training epoch 18 | loss: 1.43502 - accuracy: 0.63102
Validating epoch 18 | loss: 1.40969 - accuracy: 0.67961
Training epoch 19 | loss: 1.38943 - accuracy: 0.75401
Validating epoch 19 | loss: 1.38496 - accuracy: 0.82524
Training epoch 20 | loss: 1.36208 - accuracy: 0.7754
Validating epoch 20 | loss: 1.36055 - accuracy: 0.79612
Training epoch 21 | loss: 1.33142 - accuracy: 0.82353
Validating epoch 21 | loss: 1.35505 - accuracy: 0.7767
Training epoch 22 | loss: 1.34918 - accuracy: 0.73262
Validating epoch 22 | loss: 1.28906 - accuracy: 0.84466
Training epoch 23 | loss: 1.27977 - accuracy: 0.85027
Validating epoch 23 | loss: 1.2484 - accuracy: 0.85437
Training epoch 24 | loss: 1.28377 - accuracy: 0.83957
Validating epoch 24 | loss: 1.25291 - accuracy: 0.82524
Training epoch 25 | loss: 1.21456 - accuracy: 0.87701
Validating epoch 25 | loss: 1.27016 - accuracy: 0.79612
Training epoch 26 | loss: 1.2048 - accuracy: 0.8877
Validating epoch 26 | loss: 1.23064 - accuracy: 0.82524
Training epoch 27 | loss: 1.19044 - accuracy: 0.88235
Validating epoch 27 | loss: 1.19451 - accuracy: 0.85437
Training epoch 28 | loss: 1.18348 - accuracy: 0.88235
Validating epoch 28 | loss: 1.45872 - accuracy: 0.58252
Training epoch 29 | loss: 1.37529 - accuracy: 0.6738
Validating epoch 29 | loss: 1.39406 - accuracy: 0.64078
Training epoch 30 | loss: 1.28429 - accuracy: 0.79679
Validating epoch 30 | loss: 1.38256 - accuracy: 0.6699
Training epoch 31 | loss: 1.3055 - accuracy: 0.75936
Validating epoch 31 | loss: 1.37837 - accuracy: 0.67961
